restaurant name,city,feature,review,sentiment
buongiorno e buonasera,London,quality,"quality ingredients , lovingly prepared and beautifully and simply presented",1
buongiorno e buonasera,London,staff,"The staff is nice and friendly , the atmosphere is perfect in all the aspects",1
buongiorno e buonasera,London,staff,Many of the staff speak Italian so it feels very authentic .,1
buongiorno e buonasera,London,staff,"Awesome pizza and coffee , friendly staff and it is also a cheap place",1
buongiorno e buonasera,London,staff,"Great service , friendly staff and fresh pizza",1
purslane restaurant,Edinburgh,atmosphere,It ’ s a cosy place with plenty of atmosphere and the front of house guys are brilliant at making you welcome and explaining everything,1
purslane restaurant,Edinburgh,atmosphere,The service was good too and it was a cosy atmosphere,1
purslane restaurant,Edinburgh,service,Went for dinner and truly enjoyed every minute- service from the moment you walk in is impeccable and we were so impressed with every course,1
purslane restaurant,Edinburgh,service,Very pleasant service throughout,1
purslane restaurant,Edinburgh,service,The service was good too and it was a cosy atmosphere,1
purslane restaurant,Edinburgh,food,The food is delicious ! ! Excellent date night or fancy evening with friends,1
purslane restaurant,Edinburgh,food,"Better , bring your friends as did we and have a wonderfull evening ! Gorgeous food , beautifully presented , nice waitstaff who are very accommodating , pace of meal excellent",1
purslane restaurant,Edinburgh,food,With fine dining you would imagine an immaculate toilet too ! Guys you need to fix up your toilets ! When you ’ re paying so much for food you kind of expect the toilets to also be matching the amazing level of the food !,1
purslane restaurant,Edinburgh,food,The food was delicious and the accompanying wines were well chosen.The waiting staff explained the food and wines in a charming way and demonstrated that they take as much care as the chefs.Would very happily return .,1
purslane restaurant,Edinburgh,food,The quality and value of the food is excellent as the chefs extras keep appearing,1
purslane restaurant,Edinburgh,food,We loved the machine wines and the quality of the food was amazing ! I will go back for sure .,1
purslane restaurant,Edinburgh,menu,We had the 7 course taster menu ( my other half had the accompanying wine ) and it was delicious,1
purslane restaurant,Edinburgh,menu,Had the 7 course menu with accompanying wines which were excellent,1
purslane restaurant,Edinburgh,menu,"We all enjoyed a truly delicious meal , several of us choosing the £17.50 3 course menu",1
purslane restaurant,Edinburgh,value,The quality and value of the food is excellent as the chefs extras keep appearing,1
purslane restaurant,Edinburgh,value,It was amazing value,1
purslane restaurant,Edinburgh,course,Went for dinner and truly enjoyed every minute- service from the moment you walk in is impeccable and we were so impressed with every course,1
purslane restaurant,Edinburgh,course,We had the 7 course taster menu ( my other half had the accompanying wine ) and it was delicious,1
purslane restaurant,Edinburgh,course,Had the 7 course menu with accompanying wines which were excellent,1
purslane restaurant,Edinburgh,course,"We all enjoyed a truly delicious meal , several of us choosing the £17.50 3 course menu",1
purslane restaurant,Edinburgh,location,It is a very small location ( 20 covers ish ) so I imagine it could get a little cosy in warmer weather ... but was very pleasant in November in Edinburgh !,-1
purslane restaurant,Edinburgh,quality,The quality and value of the food is excellent as the chefs extras keep appearing,1
purslane restaurant,Edinburgh,quality,We loved the machine wines and the quality of the food was amazing ! I will go back for sure .,1
nok's kitchen,Edinburgh,atmosphere,The waiting staff were excellent and the atmosphere was pleasant,1
nok's kitchen,Edinburgh,service,"Good Thai food for United Kingdom standards , it was very busy however the service was great as they were able to find a table for us as we did not book ahead .",1
nok's kitchen,Edinburgh,service,Great service in a pleasant room and terrific food,1
nok's kitchen,Edinburgh,service,"We had an amazing dinner for my girlfriend is birthday , very good service all round , lots of veggie options and a decent wine list",1
nok's kitchen,Edinburgh,service,Nice ambience and great polite service,1
nok's kitchen,Edinburgh,service,Wonderful staff and good service,1
nok's kitchen,Edinburgh,restaurant,"The food at this restaurant is absolutely fab ! The staff are extremely helpful nothing is too much bother , there were four of us and we all ordered different dishes so we could try several dishes , every one of the dishes was presented beautifully and tasted great ! It is a small restaurant so I would suggest you book to avoid disappointment .",1
nok's kitchen,Edinburgh,restaurant,"What a lovely restaurant ! Built in a charming old stone cottage , this fantastic little restaurant has a varied menu with something for everybody",1
nok's kitchen,Edinburgh,restaurant,Had the great pleasure of eating at this amazing restaurant,1
nok's kitchen,Edinburgh,food,"The food at this restaurant is absolutely fab ! The staff are extremely helpful nothing is too much bother , there were four of us and we all ordered different dishes so we could try several dishes , every one of the dishes was presented beautifully and tasted great ! It is a small restaurant so I would suggest you book to avoid disappointment .",1
nok's kitchen,Edinburgh,food,"Good Thai food for United Kingdom standards , it was very busy however the service was great as they were able to find a table for us as we did not book ahead .",1
nok's kitchen,Edinburgh,food,Great service in a pleasant room and terrific food,1
nok's kitchen,Edinburgh,food,Highly recommended for delicious Thai food..,1
nok's kitchen,Edinburgh,food,The food was delicious the first time we went,1
nok's kitchen,Edinburgh,food,Quality and presentation of food great,1
nok's kitchen,Edinburgh,food,The Thai food is delicious and traditional,1
nok's kitchen,Edinburgh,book,"The food at this restaurant is absolutely fab ! The staff are extremely helpful nothing is too much bother , there were four of us and we all ordered different dishes so we could try several dishes , every one of the dishes was presented beautifully and tasted great ! It is a small restaurant so I would suggest you book to avoid disappointment .",1
nok's kitchen,Edinburgh,book,"Good Thai food for United Kingdom standards , it was very busy however the service was great as they were able to find a table for us as we did not book ahead .",1
nok's kitchen,Edinburgh,ambience,Nice ambience and great polite service,1
nok's kitchen,Edinburgh,quality,Ice cream good quality,1
nok's kitchen,Edinburgh,staff,The waiting staff were excellent and the atmosphere was pleasant,1
nok's kitchen,Edinburgh,staff,The staff were very welcoming and attentive ; we got taken to our table straight away and our drinks order was taken not long afterwards,1
nok's kitchen,Edinburgh,staff,"The food at this restaurant is absolutely fab ! The staff are extremely helpful nothing is too much bother , there were four of us and we all ordered different dishes so we could try several dishes , every one of the dishes was presented beautifully and tasted great ! It is a small restaurant so I would suggest you book to avoid disappointment .",1
nok's kitchen,Edinburgh,staff,"Had a lovely meal at Noks Kitchen , staff were friendly , polite and accommodating",1
nok's kitchen,Edinburgh,staff,Wonderful staff and good service,1
fazenda rodizio bar and grill,Edinburgh,atmosphere,"The atmosphere and decor of the restaurant was attractive , and although busy there was a relaxed feel about the place",-1
fazenda rodizio bar and grill,Edinburgh,atmosphere,This restaurant was a great surprise ! Great food and great atmosphere ! They really keep the food coming and the sides are very tasty .,1
fazenda rodizio bar and grill,Edinburgh,atmosphere,"Great food , great service , and a great atmosphere ! What ’ s not to love .",1
fazenda rodizio bar and grill,Edinburgh,atmosphere,"Excellent service , and excellent food in a lovely vibrant atmosphere contributed to an outstanding evening .",1
fazenda rodizio bar and grill,Edinburgh,bar,"The food was delicious and there was plenty of it , the staff were very quick and the salad bar was well stocked and fresh",1
fazenda rodizio bar and grill,Edinburgh,bar,"Excellent food and service , salad bar very good , beer and wine good choices.Service very good and quality of all meat was excellent",1
fazenda rodizio bar and grill,Edinburgh,meat,The meat servers where prompt and were regularly coming out with fresh cuts,1
fazenda rodizio bar and grill,Edinburgh,meat,I am heavily pregnant and the staff took amazing care of me to make sure all the meat they brought to me was ‘ well done ’,1
fazenda rodizio bar and grill,Edinburgh,meat,"Excellent food and service , salad bar very good , beer and wine good choices.Service very good and quality of all meat was excellent",1
fazenda rodizio bar and grill,Edinburgh,service,"Great food , great service , and a great atmosphere ! What ’ s not to love .",1
fazenda rodizio bar and grill,Edinburgh,service,"Excellent food and service , salad bar very good , beer and wine good choices.Service very good and quality of all meat was excellent",1
fazenda rodizio bar and grill,Edinburgh,service,"Good service , plenty to eat , good wine list",1
fazenda rodizio bar and grill,Edinburgh,service,"Excellent service , and excellent food in a lovely vibrant atmosphere contributed to an outstanding evening .",1
fazenda rodizio bar and grill,Edinburgh,food,The food was outstanding and you got a lot for your money,1
fazenda rodizio bar and grill,Edinburgh,food,This restaurant was a great surprise ! Great food and great atmosphere ! They really keep the food coming and the sides are very tasty .,1
fazenda rodizio bar and grill,Edinburgh,food,"The food was delicious and there was plenty of it , the staff were very quick and the salad bar was well stocked and fresh",1
fazenda rodizio bar and grill,Edinburgh,food,"Great food , great service , and a great atmosphere ! What ’ s not to love .",1
fazenda rodizio bar and grill,Edinburgh,food,"Excellent food and service , salad bar very good , beer and wine good choices.Service very good and quality of all meat was excellent",1
fazenda rodizio bar and grill,Edinburgh,food,"Excellent service , and excellent food in a lovely vibrant atmosphere contributed to an outstanding evening .",1
fazenda rodizio bar and grill,Edinburgh,food,"Great concept and great ambience.Been here twice , first with my team and was 8 of us and then on the second occasion only 3 of us.Yes , admittedly it is expensive but the food is good ( when they do manage to get to your table )",1
fazenda rodizio bar and grill,Edinburgh,decor,"The atmosphere and decor of the restaurant was attractive , and although busy there was a relaxed feel about the place",-1
fazenda rodizio bar and grill,Edinburgh,ambience,"Great concept and great ambience.Been here twice , first with my team and was 8 of us and then on the second occasion only 3 of us.Yes , admittedly it is expensive but the food is good ( when they do manage to get to your table )",1
fazenda rodizio bar and grill,Edinburgh,quality,"Excellent food and service , salad bar very good , beer and wine good choices.Service very good and quality of all meat was excellent",1
edinburgh food studio,Edinburgh,atmosphere,"The layout , style of service and hosting is great fun and contributes to the atmosphere and ambiance",1
edinburgh food studio,Edinburgh,atmosphere,Our experience wasn ’ t perfect but with food and atmosphere so good we didn ’ t care .,1
edinburgh food studio,Edinburgh,service,"The layout , style of service and hosting is great fun and contributes to the atmosphere and ambiance",1
edinburgh food studio,Edinburgh,food,"It lived up to the good reviews it has received , unusual , exciting and flavoursome foods .It is a set meal of 7 plus courses of the most unusual combinations of fresh produce cooked in inspiring ways , producing incredible taste sensations",1
edinburgh food studio,Edinburgh,food,The food is very good but sadly not to my taste,-1
edinburgh food studio,Edinburgh,food,I found it hard to analyse but somehow they are seemed quite a lot of sour elements and most of the courses just did not strike the right foodie notes.It is very very noisy,1
edinburgh food studio,Edinburgh,food,Just wonderful from start to finish but must say the deserts just hit the spot ! ! Went after seeing the great British menu and will be back for sure as Ben was not there at lunchtime but then probably a lucky escape for him as might have kidnapped him ! Service at lunchtime was amazing as was the standard of food and just made our weekend ! Ca not wait to go back - wow wow wow !,1
edinburgh food studio,Edinburgh,food,Dining here is worth flying in from Holland ! You come here to eat excellent beautiful extraordinaire food,1
edinburgh food studio,Edinburgh,food,"Well worth a trip out of the centre this place serves exciting , different food with a great , relaxed vibe",1
edinburgh food studio,Edinburgh,food,Our experience wasn ’ t perfect but with food and atmosphere so good we didn ’ t care .,1
edinburgh food studio,Edinburgh,menu,Just wonderful from start to finish but must say the deserts just hit the spot ! ! Went after seeing the great British menu and will be back for sure as Ben was not there at lunchtime but then probably a lucky escape for him as might have kidnapped him ! Service at lunchtime was amazing as was the standard of food and just made our weekend ! Ca not wait to go back - wow wow wow !,1
edinburgh food studio,Edinburgh,menu,Visited for the second time last night and had a simply fantastic tasting menu,1
edinburgh food studio,Edinburgh,menu,We had a pescatarian variation from the main tasting menu and were provided with excellent and tasty substitutes,1
edinburgh food studio,Edinburgh,price,It ’ s quite pricey place but definitely worth to try ! Me and my boyfriend came here for a first time but will be back,-1
edinburgh food studio,Edinburgh,value,Good value too,1
edinburgh food studio,Edinburgh,vibe,"Well worth a trip out of the centre this place serves exciting , different food with a great , relaxed vibe",1
edinburgh food studio,Edinburgh,place,This is caused by the communal tables being too wide so many diners have to shout across to their partner ( sadly not the place to have a wedding anniversary conversation we decided in the end ) ; there are many hard surfaces so the noise is echoed as it bounces off the bare walls,-1
edinburgh food studio,Edinburgh,place,It ’ s quite pricey place but definitely worth to try ! Me and my boyfriend came here for a first time but will be back,-1
edinburgh food studio,Edinburgh,place,Such a friendly place,1
edinburgh food studio,Edinburgh,place,"Well worth a trip out of the centre this place serves exciting , different food with a great , relaxed vibe",1
edinburgh food studio,Edinburgh,night,Lovely night in relaxed casual setting with pleasant fellow guests,1
edinburgh food studio,Edinburgh,night,Wedding Anniversary treat for my wife as a special night out,1
edinburgh food studio,Edinburgh,night,"Even the table furthest away managed to have a couple who laughed like hyenas all night gradually getting louder and louder as they consumed more and more of the , very expensive I would have to say , wine",-1
edinburgh food studio,Edinburgh,night,Visited for the second time last night and had a simply fantastic tasting menu,1
edinburgh food studio,Edinburgh,night,We were so lucky to stumble across this restaurant yesterday when searching online for somewhere to eat and then to be able to book 2 seats for last night is sitting,1
chizuru tei,Edinburgh,atmosphere,"Beautiful fresh food , great accommodating service , pleasant atmosphere , friendly staff and all at a very reasonable price",1
chizuru tei,Edinburgh,service,"Compared to other Japanese restaurants , the food in this place is very cheap and you will get real value for money ! ! ! The staff members are also very friendly and we received a great customer service ! ! !",1
chizuru tei,Edinburgh,service,The service it is amazing and the restaurant in general looks clean and organized,1
chizuru tei,Edinburgh,service,The food is excellent at all time and the service is always welcoming and friendly,1
chizuru tei,Edinburgh,service,Friendly and quick service .,1
chizuru tei,Edinburgh,service,"Beautiful fresh food , great accommodating service , pleasant atmosphere , friendly staff and all at a very reasonable price",1
chizuru tei,Edinburgh,restaurant,"Compared to other Japanese restaurants , the food in this place is very cheap and you will get real value for money ! ! ! The staff members are also very friendly and we received a great customer service ! ! !",1
chizuru tei,Edinburgh,restaurant,The service it is amazing and the restaurant in general looks clean and organized,1
chizuru tei,Edinburgh,food,"The food was nicely presented , so delicious and the portion sizes were big as well..",1
chizuru tei,Edinburgh,food,"Compared to other Japanese restaurants , the food in this place is very cheap and you will get real value for money ! ! ! The staff members are also very friendly and we received a great customer service ! ! !",1
chizuru tei,Edinburgh,food,Definitely one of the best japanese food i have ever had outside of japan ! And it probably did not even cost half as much as the other great places i have been to cost,1
chizuru tei,Edinburgh,food,I do not know if we are just used to higher prices but even if we had paid 90 we would have still considered it a more than fair price for the great food we got,1
chizuru tei,Edinburgh,food,Fantastic/fabulous food looks fresh and the portions are quite big,1
chizuru tei,Edinburgh,food,Absolutely superb food,1
chizuru tei,Edinburgh,food,The food was fresh and delicious and the staff were amazingly friendly and accommodating,1
chizuru tei,Edinburgh,food,The food is excellent at all time and the service is always welcoming and friendly,1
chizuru tei,Edinburgh,food,"Beautiful fresh food , great accommodating service , pleasant atmosphere , friendly staff and all at a very reasonable price",1
chizuru tei,Edinburgh,price,I do not know if we are just used to higher prices but even if we had paid 90 we would have still considered it a more than fair price for the great food we got,1
chizuru tei,Edinburgh,price,"Beautiful fresh food , great accommodating service , pleasant atmosphere , friendly staff and all at a very reasonable price",1
chizuru tei,Edinburgh,value,"Compared to other Japanese restaurants , the food in this place is very cheap and you will get real value for money ! ! ! The staff members are also very friendly and we received a great customer service ! ! !",1
chizuru tei,Edinburgh,staff,"Compared to other Japanese restaurants , the food in this place is very cheap and you will get real value for money ! ! ! The staff members are also very friendly and we received a great customer service ! ! !",1
chizuru tei,Edinburgh,staff,"We also got free refills for our tea , very nice ! The staff was super friendly too !",1
chizuru tei,Edinburgh,staff,The food was fresh and delicious and the staff were amazingly friendly and accommodating,1
chizuru tei,Edinburgh,staff,"The staff are so nice and friendly , the environment is relaxed too",1
chizuru tei,Edinburgh,staff,"Beautiful fresh food , great accommodating service , pleasant atmosphere , friendly staff and all at a very reasonable price",1
the table,Edinburgh,atmosphere,There was a great atmosphere and we had chance to get to know Sean and learn how he became the great chef he is,1
the table,Edinburgh,atmosphere,"Service was on the top level , atmosphere pleasant and positive",1
the table,Edinburgh,food,The food was just incredible and Sean an amazing chef/host,1
the table,Edinburgh,food,Excellent food and wine3,1
the table,Edinburgh,food,The food was excellent and with every meal Sean described in detail what we were eating and where it was sourced from,1
the table,Edinburgh,food,If you would like to spend great time enjoying great food this place definitely for you,1
the table,Edinburgh,food,The food delicious and impressive,1
the table,Edinburgh,food,Suffice to say the food was absolutely delicious and it is great to watch it being cooked and plated right in front of you,1
colonnades at the signet library,Edinburgh,atmosphere,"Delicious food , lovely venue , attentive staff , extremely pleasant atmosphere",1
colonnades at the signet library,Edinburgh,atmosphere,The food was excellent and the atmosphere in the room nice and relaxing,1
colonnades at the signet library,Edinburgh,selection,"The food was excellent , the tea selection was wonderful and the staff was friendly but not overbearing",1
colonnades at the signet library,Edinburgh,selection,A lovely selection of both savoury and sweet which was beautifully presented and a large choice of teas,1
colonnades at the signet library,Edinburgh,selection,"No more boring sandwiches but a varied selection of savoury delights , preceded by an Amuse Bouche",1
colonnades at the signet library,Edinburgh,selection,"Delicious sweet selection and freshly baked scones , accompanied by a selection of teas make this afternoon tea one of the best we have experienced .",1
colonnades at the signet library,Edinburgh,selection,What a magnificent selection of food,1
colonnades at the signet library,Edinburgh,service,I was there for a birthday treat.From the time of our arrival the service was excellent,1
colonnades at the signet library,Edinburgh,service,Me and my family enjoyed amazing food and service,1
colonnades at the signet library,Edinburgh,service,"What can i say ! ? This is the only place i would every have afternoon tea again ! The tea is were amazing , the food was amazing , the service was amazing , the venue was amazing ! Just do it ! You will not regret !",1
colonnades at the signet library,Edinburgh,food,"The food was excellent , the tea selection was wonderful and the staff was friendly but not overbearing",1
colonnades at the signet library,Edinburgh,food,"Delicious food , lovely venue , attentive staff , extremely pleasant atmosphere",1
colonnades at the signet library,Edinburgh,food,The food was excellent and the atmosphere in the room nice and relaxing,1
colonnades at the signet library,Edinburgh,food,"Now to the food- we had a pot of herbal tea , delicious and the tires of treats started to come",1
colonnades at the signet library,Edinburgh,food,Me and my family enjoyed amazing food and service,1
colonnades at the signet library,Edinburgh,food,What a magnificent selection of food,1
colonnades at the signet library,Edinburgh,food,"What can i say ! ? This is the only place i would every have afternoon tea again ! The tea is were amazing , the food was amazing , the service was amazing , the venue was amazing ! Just do it ! You will not regret !",1
colonnades at the signet library,Edinburgh,tea,At peak tea time there were several tables full but it was still a quiet and relaxing environment,1
colonnades at the signet library,Edinburgh,tea,"The food was excellent , the tea selection was wonderful and the staff was friendly but not overbearing",1
colonnades at the signet library,Edinburgh,tea,A group of friends met for an afternoon tea party which was an excellent experience,1
colonnades at the signet library,Edinburgh,tea,A lovely selection of both savoury and sweet which was beautifully presented and a large choice of teas,1
colonnades at the signet library,Edinburgh,tea,"Delicious sweet selection and freshly baked scones , accompanied by a selection of teas make this afternoon tea one of the best we have experienced .",1
colonnades at the signet library,Edinburgh,tea,"Now to the food- we had a pot of herbal tea , delicious and the tires of treats started to come",1
colonnades at the signet library,Edinburgh,tea,Me and my Daughter loved the afternoon tea it was very good quality and fresh will will be back again,1
colonnades at the signet library,Edinburgh,tea,"The setting was perfect and we had a very relaxing afternoon enjoying different blends of tea , together with wonderful savouries , scones and cakes",1
colonnades at the signet library,Edinburgh,tea,"What can i say ! ? This is the only place i would every have afternoon tea again ! The tea is were amazing , the food was amazing , the service was amazing , the venue was amazing ! Just do it ! You will not regret !",1
colonnades at the signet library,Edinburgh,afternoon,A group of friends met for an afternoon tea party which was an excellent experience,1
colonnades at the signet library,Edinburgh,afternoon,At no time were we rushed and all in all it was a lovely afternoon,1
colonnades at the signet library,Edinburgh,afternoon,"Delicious sweet selection and freshly baked scones , accompanied by a selection of teas make this afternoon tea one of the best we have experienced .",1
colonnades at the signet library,Edinburgh,afternoon,Me and my Daughter loved the afternoon tea it was very good quality and fresh will will be back again,1
colonnades at the signet library,Edinburgh,afternoon,"The setting was perfect and we had a very relaxing afternoon enjoying different blends of tea , together with wonderful savouries , scones and cakes",1
colonnades at the signet library,Edinburgh,afternoon,"What can i say ! ? This is the only place i would every have afternoon tea again ! The tea is were amazing , the food was amazing , the service was amazing , the venue was amazing ! Just do it ! You will not regret !",1
colonnades at the signet library,Edinburgh,quality,Me and my Daughter loved the afternoon tea it was very good quality and fresh will will be back again,1
colonnades at the signet library,Edinburgh,location,"It is the perfect way to enjoy the lovely location inside a stunning library , and enjoy it we did",1
colonnades at the signet library,Edinburgh,location,A bit tricky to find as they are not allowed to advertise the location,-1
tupiniquim brasil crepes,Edinburgh,service,"They had excellent , cheerful service despite being busy and having sold out of some of the flavors when we got there",-1
tupiniquim brasil crepes,Edinburgh,food,Great food - good staff - fair priced,1
tupiniquim brasil crepes,Edinburgh,food,Food fantastic so tasty refreshing change from pub food in area,1
tupiniquim brasil crepes,Edinburgh,food,Great food an great family story as well .Can ’ t go wrong with anything they offer,1
tupiniquim brasil crepes,Edinburgh,food,The food is so good and it ’ s made fresh in front of you ! They use good quality ingredients which you can taste in every bite .,1
tupiniquim brasil crepes,Edinburgh,food,It ’ s just wooow ! Such a great food,1
tupiniquim brasil crepes,Edinburgh,food,It is a healthy meal served in a street food style,1
tupiniquim brasil crepes,Edinburgh,price,Great food - good staff - fair priced,1
tupiniquim brasil crepes,Edinburgh,value,Great value .,1
tupiniquim brasil crepes,Edinburgh,anyone,"So fresh , filling and full of flavour ! Recommend to anyone , caters for all and wide variety ! Pictures don ’ t do it justice , very unsuspecting when your first see the stall , but 100 % worth it",1
tupiniquim brasil crepes,Edinburgh,anyone,Would recommend to anyone visiting the city for something a little different and made fresh in front of you .,1
tupiniquim brasil crepes,Edinburgh,quality,The food is so good and it ’ s made fresh in front of you ! They use good quality ingredients which you can taste in every bite .,1
pickles,Edinburgh,atmosphere,"Lovely service , nice atmosphere , great value for money",1
pickles,Edinburgh,atmosphere,Friendly staff and a relaxed atmosphere,1
pickles,Edinburgh,atmosphere,"Can ’ t wait to go back lovely staff , food , wine and great atmosphere at quality prices .",1
pickles,Edinburgh,vibe,All of the staff are really friendly and it ’ s like sitting in your front room nice and cosy really great vibe to the place and we will be back every time we ’ re visiting,1
pickles,Edinburgh,service,Excellent service good selection of wine and beer,1
pickles,Edinburgh,service,"Lovely service , nice atmosphere , great value for money",1
pickles,Edinburgh,service,"Will definitely return , would be good if there was a booking service",1
pickles,Edinburgh,service,"First time in Pickles and my goodness it is excellent ! Fabulous food , wine and service",1
pickles,Edinburgh,staff,All of the staff are really friendly and it ’ s like sitting in your front room nice and cosy really great vibe to the place and we will be back every time we ’ re visiting,1
pickles,Edinburgh,staff,"Arrived and a long wait for a table , staff were very good and helpful",1
pickles,Edinburgh,staff,Friendly staff and a relaxed atmosphere,1
pickles,Edinburgh,staff,"Can ’ t wait to go back lovely staff , food , wine and great atmosphere at quality prices .",1
pickles,Edinburgh,staff,"The staff are amazing , as in wonderful and I ’ d just like to have them all over for dinner",1
pickles,Edinburgh,price,"Wine is good indeed , prices are ok , but would not order a pate again - the driest pate I ever had !",1
pickles,Edinburgh,price,"Can ’ t wait to go back lovely staff , food , wine and great atmosphere at quality prices .",1
pickles,Edinburgh,value,Good value for a sharing board at £35 with wine that ’ s just a no brainier the food was very very good,1
pickles,Edinburgh,value,"We ordered a bottle of wine along with a meat and cheese platter which was £35 in total - great value in my opinion.Service was spot on , can ’ t fault the place .",1
pickles,Edinburgh,value,"Lovely service , nice atmosphere , great value for money",1
pickles,Edinburgh,food,Good value for a sharing board at £35 with wine that ’ s just a no brainier the food was very very good,1
pickles,Edinburgh,food,Had the mixed platter and pates food excellent quality.Great ambience and a fabulous place to spend the evening Highly recommended .,1
pickles,Edinburgh,food,"Can ’ t wait to go back lovely staff , food , wine and great atmosphere at quality prices .",1
pickles,Edinburgh,food,"First time in Pickles and my goodness it is excellent ! Fabulous food , wine and service",1
pickles,Edinburgh,place,All of the staff are really friendly and it ’ s like sitting in your front room nice and cosy really great vibe to the place and we will be back every time we ’ re visiting,1
pickles,Edinburgh,place,Had the mixed platter and pates food excellent quality.Great ambience and a fabulous place to spend the evening Highly recommended .,1
pickles,Edinburgh,place,"We ordered a bottle of wine along with a meat and cheese platter which was £35 in total - great value in my opinion.Service was spot on , can ’ t fault the place .",1
pickles,Edinburgh,ambience,Had the mixed platter and pates food excellent quality.Great ambience and a fabulous place to spend the evening Highly recommended .,1
pickles,Edinburgh,table,"Arrived and a long wait for a table , staff were very good and helpful",1
pickles,Edinburgh,platter,Had the mixed platter and pates food excellent quality.Great ambience and a fabulous place to spend the evening Highly recommended .,1
pickles,Edinburgh,platter,"We ordered a bottle of wine along with a meat and cheese platter which was £35 in total - great value in my opinion.Service was spot on , can ’ t fault the place .",1
pickles,Edinburgh,quality,Had the mixed platter and pates food excellent quality.Great ambience and a fabulous place to spend the evening Highly recommended .,1
pickles,Edinburgh,quality,"Can ’ t wait to go back lovely staff , food , wine and great atmosphere at quality prices .",1
pickles,Edinburgh,wine,Good value for a sharing board at £35 with wine that ’ s just a no brainier the food was very very good,1
pickles,Edinburgh,wine,Excellent service good selection of wine and beer,1
pickles,Edinburgh,wine,"We ordered a bottle of wine along with a meat and cheese platter which was £35 in total - great value in my opinion.Service was spot on , can ’ t fault the place .",1
pickles,Edinburgh,wine,"Can ’ t wait to go back lovely staff , food , wine and great atmosphere at quality prices .",1
pickles,Edinburgh,wine,"First time in Pickles and my goodness it is excellent ! Fabulous food , wine and service",1
pickles,Edinburgh,wine,The wine is outstanding and the ambiance is perfect,1
forage & chatter,Edinburgh,atmosphere,"Having read reviews and viewed the website , we can honestly say our expectations were more than exceeded ! ! ! From the moment we entered to the moment we left the level of service from the staff was exceptional ! ! Everyone of them went above and beyond ! ! ! Now the food ! ! ! Worth every penny ! ! The presentation and taste were second to none , the hardest decision was which dish to have ! ! A good excuse to return one thinks ! ! ! I would highly recommend this establishment to anyone looking for great food , exceptional service in a fantastic atmosphere ! ! ! One of the best restaurants we have had the pleasure to visit ! ! !",1
forage & chatter,Edinburgh,service,"Having read reviews and viewed the website , we can honestly say our expectations were more than exceeded ! ! ! From the moment we entered to the moment we left the level of service from the staff was exceptional ! ! Everyone of them went above and beyond ! ! ! Now the food ! ! ! Worth every penny ! ! The presentation and taste were second to none , the hardest decision was which dish to have ! ! A good excuse to return one thinks ! ! ! I would highly recommend this establishment to anyone looking for great food , exceptional service in a fantastic atmosphere ! ! ! One of the best restaurants we have had the pleasure to visit ! ! !",1
forage & chatter,Edinburgh,service,Alongside great service from Max and his team,1
forage & chatter,Edinburgh,food,The staff were simply lovely and the food delicious,1
forage & chatter,Edinburgh,food,"Having read reviews and viewed the website , we can honestly say our expectations were more than exceeded ! ! ! From the moment we entered to the moment we left the level of service from the staff was exceptional ! ! Everyone of them went above and beyond ! ! ! Now the food ! ! ! Worth every penny ! ! The presentation and taste were second to none , the hardest decision was which dish to have ! ! A good excuse to return one thinks ! ! ! I would highly recommend this establishment to anyone looking for great food , exceptional service in a fantastic atmosphere ! ! ! One of the best restaurants we have had the pleasure to visit ! ! !",1
forage & chatter,Edinburgh,food,I would highly recommend this restaurant for someone who appreciates good food,1
forage & chatter,Edinburgh,food,This was not an issue however as the food was great ! I had 2 fish courses which were both beautifully presented and tasty,1
forage & chatter,Edinburgh,food,"This is my second visit here.Treated my hubby and am please to say it was as good if not better than the last visit.Service was good , attentive but not over-fussy.The food was excellent as always - sweetbreads ; a first for me",-1
forage & chatter,Edinburgh,food,"What fabulous food , the scallops were the star of the night",1
forage & chatter,Edinburgh,food,The relaxed environment and great food made for a memorable time .,1
aizle,Edinburgh,atmosphere,The atmosphere is laid back and the staff are lovely ... the amount of knowledge they have is amazing.Can ’ t wait to go back ! !,1
aizle,Edinburgh,atmosphere,"The atmosphere was cozy , understated , and romantic",1
aizle,Edinburgh,service,"The staff were knowledgable and very pleasant to chat with , service was very good without being intrusive",1
aizle,Edinburgh,service,"Very good , service , quality of food and fair prices",1
aizle,Edinburgh,service,The service amazing,1
aizle,Edinburgh,restaurant,For a different experience for wonderful tastes and textures of food of seasonal Scottish food with a Japanese influence I highly recommend this tucked away restaurant on St Leonard is Street Edinburgh,1
aizle,Edinburgh,restaurant,As my title suggests my visit was a while ago but im still thinking about the evening so an impression was definitely made.The skill of the chefs is without doubt of a high levelbut I reckon this restaurant due to its ever changing ingredients could make for an amazing evening or an okay one,1
aizle,Edinburgh,food,"The food is amazing with pretty much everything home made from the butter , the bread and even their own tonic water",1
aizle,Edinburgh,food,For a different experience for wonderful tastes and textures of food of seasonal Scottish food with a Japanese influence I highly recommend this tucked away restaurant on St Leonard is Street Edinburgh,1
aizle,Edinburgh,food,The food was superb - a 6 course tasting menu where the `` pre-starter '' was actually 3 separate little dishes ! The variety of flavours and quality of presentation was top quality and well worth the price,1
